index,AvalancheProblems_0_AvalProbabilityId,AvalancheProblems_0_Class_AvalDistributionId,AvalancheProblems_0_AvalTriggerSimpleId,AvalancheProblems_0_AvalancheProblemId,AvalancheProblems_0_Class_AvalancheProblemTypeId,AvalancheProblems_0_AvalancheTypeId,AvalancheProblems_0_DestructiveSizeExtId,AvalancheProblems_1_AvalProbabilityId,AvalancheProblems_1_Class_AvalDistributionId,AvalancheProblems_1_AvalTriggerSimpleId,AvalancheProblems_1_AvalancheProblemId,AvalancheProblems_1_Class_AvalancheProblemTypeId,AvalancheProblems_1_AvalancheTypeId,AvalancheProblems_1_DestructiveSizeExtId,DangerLevel,ValidFrom,Rainfall_Most_exposed_area,Rainfall_Average,Wind_Speed_Num,Wind_Direction_Num,Temperature_Min,Temperature_Max,Temperature_masl,Freezing_Level_masl
198,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-17T00:00:00,6,2,5,6,-11,-3,1400,600
199,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-18T00:00:00,10,6,8,7,-7,0,1400,800
200,3,2,21,1,4,10,2,3.0,2,22.0,2.0,1,20.0,1.0,2,2017-12-19T00:00:00,10,5,7,6,0,6,1400,2400
201,3,3,21,1,5,10,2,3.0,1,22.0,2.0,2,20.0,2.0,3,2017-12-20T00:00:00,25,18,6,6,-5,4,1400,1300
202,3,2,22,1,6,10,3,3.0,1,22.0,2.0,4,10.0,3.0,3,2017-12-21T00:00:00,40,20,7,7,-7,-2,1400,500
203,3,2,22,1,6,10,3,3.0,3,22.0,2.0,2,20.0,3.0,3,2017-12-22T00:00:00,30,16,6,7,-8,0,1400,200
204,5,2,22,1,4,10,4,3.0,2,22.0,2.0,3,10.0,3.0,4,2017-12-23T00:00:00,50,35,6,7,-7,2,1400,1500
205,3,2,21,1,5,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-24T00:00:00,20,14,6,7,-8,-2,1400,300
206,3,2,21,1,6,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-25T00:00:00,20,16,4,7,-10,-3,1400,400
207,3,2,21,1,6,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-26T00:00:00,10,5,4,4,-10,-4,1400,200
208,3,1,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-27T00:00:00,0,0,4,2,-16,-5,1400,0
209,3,1,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-28T00:00:00,0,0,4,3,-13,-4,1400,100
210,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-29T00:00:00,0,0,5,6,-13,-6,1400,0
211,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-30T00:00:00,2,0,5,6,-13,-6,1400,0
212,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-31T00:00:00,0,0,4,5,-11,-4,1400,0
213,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-01T00:00:00,4,1,4,4,-10,-3,1400,200
214,3,2,21,2,5,10,2,3.0,2,21.0,1.0,7,10.0,2.0,2,2018-01-02T00:00:00,10,7,5,8,-12,-4,1400,300
215,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-03T00:00:00,0,0,4,4,-12,-4,1400,0
216,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-04T00:00:00,1,0,5,4,-12,-5,1400,0
217,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-05T00:00:00,5,2,4,2,-14,-7,1400,0
218,3,1,21,2,7,10,2,3.0,2,21.0,1.0,5,10.0,2.0,2,2018-01-06T00:00:00,12,8,5,8,-13,-8,1400,0
219,3,2,22,1,6,10,3,3.0,1,21.0,2.0,7,10.0,2.0,3,2018-01-07T00:00:00,25,15,8,7,-12,-5,1400,0
220,3,2,21,1,6,10,3,3.0,1,21.0,2.0,7,10.0,2.0,3,2018-01-08T00:00:00,2,0,5,6,-8,0,1400,0
221,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-09T00:00:00,0,0,4,5,-10,2,1400,400
222,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-10T00:00:00,0,0,7,4,-6,-2,1400,700
223,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-11T00:00:00,0,0,7,5,-8,-2,1400,400
224,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-12T00:00:00,0,0,4,4,-12,0,1400,0
225,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-13T00:00:00,0,0,6,5,-12,0,1400,0
226,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-14T00:00:00,0,0,9,5,-11,-2,1400,500
227,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-15T00:00:00,5,1,10,5,-10,-3,1400,200
228,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-16T00:00:00,3,1,8,5,-11,-4,1400,200
229,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-17T00:00:00,0,0,6,4,-15,-6,1400,300
230,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-18T00:00:00,0,0,5,4,-18,-8,1400,100
231,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-19T00:00:00,0,0,5,6,-16,-6,1400,100
232,2,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-01-20T00:00:00,0,0,5,4,-17,-7,1400,100
233,2,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-01-21T00:00:00,0,0,4,4,-19,-7,1400,100
234,2,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-01-22T00:00:00,0,0,6,4,-16,-6,1400,100
235,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-01-23T00:00:00,14,10,6,5,-9,-1,1400,700
236,3,2,21,1,5,10,2,3.0,2,21.0,2.0,7,10.0,2.0,2,2018-01-24T00:00:00,12,10,6,5,0,0,1400,600
237,3,2,22,1,5,10,3,3.0,2,21.0,2.0,7,10.0,2.0,3,2018-01-25T00:00:00,50,30,7,6,-7,-2,1400,500
238,3,2,21,1,5,10,3,3.0,2,10.0,2.0,7,10.0,3.0,3,2018-01-26T00:00:00,15,5,5,7,-9,-4,1400,100
239,3,2,21,1,6,10,3,3.0,1,10.0,2.0,7,10.0,3.0,3,2018-01-27T00:00:00,3,0,4,4,-12,-4,1400,300
240,3,2,21,1,5,10,3,3.0,2,22.0,2.0,2,20.0,3.0,3,2018-01-28T00:00:00,30,15,5,4,-8,-2,1400,700
241,3,2,21,1,6,10,3,3.0,1,21.0,2.0,7,10.0,3.0,3,2018-01-29T00:00:00,12,6,4,6,-8,-3,1400,400
242,3,2,21,1,5,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-01-30T00:00:00,20,5,5,7,-9,-4,1400,300
243,3,3,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,3,2018-01-31T00:00:00,5,2,6,4,-9,-2,1400,500
244,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-01T00:00:00,2,0,5,3,-14,-5,1400,0
245,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-02T00:00:00,0,0,4,2,-18,-8,1400,0
246,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-03T00:00:00,0,0,4,4,-20,-7,1400,0
247,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-04T00:00:00,2,0,4,6,-16,-5,1400,200
248,3,1,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-05T00:00:00,0,0,5,6,-15,-4,1400,300
249,3,2,10,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-06T00:00:00,0,0,4,6,-19,-7,1400,0
250,3,2,21,1,5,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-07T00:00:00,18,7,4,6,-13,-6,1400,200
251,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-08T00:00:00,6,3,6,6,-9,-3,1400,400
252,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,2.0,2,2018-02-09T00:00:00,6,4,7,5,-8,-3,1400,500
253,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-10T00:00:00,4,1,5,5,-11,-4,1400,300
254,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-11T00:00:00,3,0,7,4,-12,-4,1400,300
255,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-12T00:00:00,8,3,5,4,-13,-7,1400,100
256,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-13T00:00:00,0,0,4,5,-16,-6,1400,300
257,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-14T00:00:00,0,0,6,4,-10,-3,1400,300
258,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-15T00:00:00,1,0,9,5,-10,-4,1400,200
259,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-16T00:00:00,6,3,6,5,-12,-4,1400,100
260,3,2,21,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-17T00:00:00,1,0,4,4,-11,-3,1400,100
261,3,2,10,1,6,10,2,3.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-18T00:00:00,3,1,4,6,-13,-4,1400,200
262,3,2,10,1,6,10,2,2.0,1,10.0,2.0,7,10.0,3.0,2,2018-02-19T00:00:00,0,0,4,4,-15,-5,1400,300
263,3,2,10,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-20T00:00:00,2,1,2,4,-17,-6,1400,200
264,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-21T00:00:00,20,8,5,7,-10,-4,1400,400
265,3,2,21,1,6,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-22T00:00:00,2,1,2,7,-14,-4,1400,200
266,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-23T00:00:00,0,0,4,4,-14,-4,1400,200
267,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-02-24T00:00:00,0,0,2,6,-16,-5,1400,300
268,3,2,21,1,7,10,2,3.0,3,21.0,2.0,1,20.0,2.0,2,2018-02-25T00:00:00,20,10,4,1,-12,-4,1400,300
269,3,2,21,2,7,10,2,3.0,2,21.0,1.0,6,10.0,3.0,3,2018-02-26T00:00:00,0,0,4,2,-16,-5,1400,300
270,3,2,21,2,7,10,2,3.0,2,21.0,1.0,6,10.0,3.0,3,2018-02-27T00:00:00,0,0,6,4,-20,-9,1400,0
271,3,2,21,1,6,10,2,3.0,2,21.0,2.0,7,10.0,2.0,2,2018-02-28T00:00:00,0,0,6,4,-22,-11,1400,0
272,3,2,21,2,6,10,2,3.0,2,21.0,1.0,7,10.0,2.0,2,2018-03-01T00:00:00,0,0,5,4,-23,-10,1400,0
273,3,2,21,1,7,10,2,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-03-02T00:00:00,0,0,5,4,-20,-9,1400,0
274,3,2,21,1,7,10,2,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-03-03T00:00:00,1,0,4,4,-18,-8,1400,0
275,3,2,21,2,6,10,2,3.0,2,21.0,1.0,7,10.0,2.0,2,2018-03-04T00:00:00,1,0,4,3,-21,-10,1400,0
276,3,2,21,1,7,10,2,3.0,2,10.0,2.0,6,10.0,2.0,2,2018-03-05T00:00:00,0,0,4,4,-20,-10,1400,0
277,3,2,21,1,7,10,2,3.0,2,10.0,2.0,6,10.0,2.0,2,2018-03-06T00:00:00,0,0,4,4,-21,-9,1400,0
278,3,2,21,1,7,10,2,3.0,2,10.0,2.0,6,10.0,2.0,2,2018-03-07T00:00:00,0,0,4,4,-19,-6,1400,200
279,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-08T00:00:00,0,0,4,4,-13,-5,1400,300
280,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-09T00:00:00,12,5,4,6,-12,-7,1400,200
281,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-10T00:00:00,10,1,4,6,-12,-5,1400,300
282,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-11T00:00:00,1,0,4,4,-12,-4,1400,300
283,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-12T00:00:00,3,0,4,4,-10,-4,1400,300
284,3,2,21,2,7,10,2,3.0,2,21.0,1.0,6,10.0,2.0,2,2018-03-13T00:00:00,0,0,5,2,-13,-6,1400,200
285,3,1,21,2,6,10,2,3.0,2,21.0,1.0,7,10.0,2.0,2,2018-03-14T00:00:00,0,0,4,6,-18,-6,1400,200
286,3,2,21,2,7,10,2,3.0,2,21.0,1.0,6,10.0,3.0,3,2018-03-15T00:00:00,0,0,5,4,-17,-6,1400,300
287,3,2,21,1,6,10,2,3.0,2,21.0,2.0,7,10.0,2.0,2,2018-03-16T00:00:00,0,0,6,4,-16,-7,1400,300
288,3,2,21,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-03-17T00:00:00,0,0,4,6,-17,-7,1400,200
289,3,2,22,1,7,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2018-03-18T00:00:00,20,15,7,7,-14,-3,1400,400
290,3,2,22,1,7,10,4,3.0,2,22.0,2.0,6,10.0,3.0,4,2018-03-19T00:00:00,50,30,7,8,-12,-3,1400,300
291,3,2,22,1,6,10,3,3.0,2,21.0,2.0,7,10.0,3.0,3,2018-03-20T00:00:00,12,6,5,6,-11,-5,1400,300
292,3,2,21,2,7,10,3,3.0,2,22.0,1.0,5,10.0,3.0,3,2018-03-21T00:00:00,16,10,6,6,-8,-2,1400,300
293,3,2,21,2,5,10,2,3.0,2,21.0,1.0,7,10.0,3.0,3,2018-03-22T00:00:00,1,0,5,7,-10,-3,1400,300
294,3,2,21,1,7,10,3,3.0,1,22.0,2.0,4,10.0,3.0,3,2018-03-23T00:00:00,3,2,5,5,-4,2,1400,1200
295,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2018-03-24T00:00:00,2,0,7,6,-8,-1,1400,700
296,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,3.0,3,2018-03-25T00:00:00,14,10,4,6,-12,-3,1400,500
297,3,2,21,1,7,10,3,3.0,2,10.0,2.0,6,10.0,3.0,3,2018-03-26T00:00:00,0,0,4,2,-15,-9,1400,0
298,3,2,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2018-03-27T00:00:00,0,0,5,4,-17,-10,1400,200
299,3,2,21,1,7,10,3,3.0,2,10.0,2.0,6,10.0,2.0,3,2018-03-28T00:00:00,0,0,5,4,-16,-7,1400,200
300,3,2,21,1,7,10,3,3.0,2,22.0,2.0,2,20.0,2.0,3,2018-03-29T00:00:00,0,0,2,0,-15,-7,1400,200
301,3,2,10,1,7,10,3,3.0,2,22.0,3.0,2,20.0,2.0,2,2018-03-30T00:00:00,0,0,2,0,-15,-7,1400,300
302,3,1,21,1,7,10,3,3.0,2,10.0,2.0,6,10.0,2.0,2,2018-03-31T00:00:00,0,0,2,6,-15,-8,1400,400
303,3,2,10,2,6,10,2,3.0,1,21.0,1.0,7,10.0,3.0,2,2018-04-01T00:00:00,5,1,4,6,-16,-6,1400,400
304,3,1,21,1,7,10,3,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-04-02T00:00:00,5,2,4,8,-15,-8,1400,200
305,3,1,21,1,7,10,3,3.0,1,21.0,2.0,6,10.0,2.0,2,2018-04-03T00:00:00,1,0,4,4,-14,-6,1400,300
306,3,1,21,1,7,10,3,3.0,1,21.0,2.0,5,10.0,2.0,2,2018-04-04T00:00:00,8,4,4,4,-9,0,1400,500
307,3,1,21,1,7,10,3,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-04-05T00:00:00,15,8,4,4,-10,-3,1400,0
308,3,3,21,1,5,10,2,3.0,2,21.0,2.0,7,10.0,3.0,3,2018-04-06T00:00:00,6,3,5,7,-10,-5,1400,300
309,3,3,21,2,5,10,2,3.0,2,21.0,3.0,7,10.0,3.0,3,2018-04-07T00:00:00,15,8,5,4,-8,-3,1400,900
310,3,2,22,3,4,10,3,3.0,3,21.0,2.0,5,10.0,2.0,3,2018-04-08T00:00:00,3,1,4,6,-7,0,1400,700
311,3,2,21,1,7,10,3,3.0,2,21.0,2.0,5,10.0,2.0,3,2018-04-09T00:00:00,1,0,5,3,-8,-2,1400,600
312,3,2,21,2,7,10,3,3.0,3,22.0,1.0,2,20.0,2.0,3,2018-04-10T00:00:00,0,0,5,5,-9,0,1400,600
313,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-11T00:00:00,0,0,4,4,-6,2,1400,1500
314,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-12T00:00:00,0,0,5,4,-6,3,1400,1500
315,3,2,21,1,7,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-13T00:00:00,0,0,6,4,-6,4,1400,1500
316,3,2,22,1,4,10,3,5.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-14T00:00:00,0,0,6,5,-1,8,1400,1500
317,3,2,22,1,4,10,3,3.0,3,22.0,2.0,2,20.0,2.0,3,2018-04-15T00:00:00,0,0,2,4,-3,7,1400,1500
318,3,1,21,2,4,10,3,3.0,3,22.0,1.0,2,20.0,2.0,3,2018-04-16T00:00:00,0,0,2,4,-1,5,1400,1400
319,3,3,22,1,2,20,2,3.0,1,21.0,2.0,4,10.0,3.0,3,2018-04-17T00:00:00,2,0,2,4,-2,5,1400,1900
320,3,3,22,1,2,20,2,3.0,1,21.0,2.0,4,10.0,3.0,3,2018-04-18T00:00:00,2,1,4,6,0,6,1400,2000
321,3,2,22,1,2,20,2,3.0,1,22.0,2.0,4,10.0,3.0,2,2018-04-19T00:00:00,2,0,4,5,0,8,1400,2000
322,3,2,22,1,2,20,2,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-04-20T00:00:00,10,6,4,6,-3,4,1400,1300
323,3,2,22,1,2,20,2,3.0,2,21.0,2.0,6,10.0,2.0,2,2018-04-21T00:00:00,12,8,7,7,-4,1,1400,1000
324,3,2,22,1,2,20,2,3.0,1,22.0,2.0,4,10.0,3.0,2,2018-04-22T00:00:00,2,1,4,5,-4,4,1400,1600
325,3,2,22,1,2,20,2,3.0,1,22.0,2.0,4,10.0,3.0,2,2018-04-23T00:00:00,10,2,5,4,-3,3,1400,1500
326,3,2,22,1,2,20,2,3.0,2,21.0,2.0,5,10.0,2.0,2,2018-04-24T00:00:00,12,5,6,6,-4,1,1400,900
327,3,1,22,2,2,20,2,3.0,2,21.0,1.0,5,10.0,2.0,2,2018-04-25T00:00:00,4,2,5,7,-7,-1,1400,600
328,3,1,21,1,5,10,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-04-26T00:00:00,4,2,4,6,-6,1,1400,900
329,3,2,22,1,2,20,1,3.0,1,21.0,2.0,5,10.0,1.0,1,2018-04-27T00:00:00,3,1,4,6,-5,0,1400,700
330,3,2,22,1,2,20,1,3.0,1,10.0,2.0,5,10.0,1.0,1,2018-04-28T00:00:00,6,3,4,7,-7,-1,1400,800
331,3,2,21,1,2,20,1,3.0,1,10.0,2.0,5,10.0,1.0,1,2018-04-29T00:00:00,5,2,4,1,-8,-1,1400,700
332,3,2,22,1,2,20,2,3.0,1,10.0,2.0,5,10.0,1.0,2,2018-04-30T00:00:00,0,0,4,3,-8,0,1400,1200
333,3,1,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-01T00:00:00,1,0,6,4,-4,1,1400,900
334,3,2,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-02T00:00:00,0,0,4,4,-4,3,1400,1400
335,3,2,21,1,6,10,2,3.0,2,21.0,2.0,2,20.0,2.0,2,2018-05-03T00:00:00,8,4,6,4,-4,2,1400,1000
336,3,2,22,1,2,20,2,3.0,1,21.0,2.0,5,10.0,2.0,2,2018-05-04T00:00:00,6,4,5,6,-4,3,1400,1400
337,3,2,22,1,2,20,2,3.0,1,21.0,2.0,6,10.0,2.0,2,2018-05-05T00:00:00,5,2,4,6,0,4,1400,1800
338,3,2,22,1,2,20,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2018-05-06T00:00:00,4,4,5,6,0,2,1400,1700
339,3,2,22,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-07T00:00:00,7,5,6,6,-4,2,1400,1700
340,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-08T00:00:00,0,0,5,4,1,9,1400,2000
341,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-09T00:00:00,0,0,6,5,2,9,1400,2200
342,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-10T00:00:00,15,5,7,5,0,9,1400,1200
343,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,3.0,2,2018-05-11T00:00:00,5,2,4,2,-2,4,1400,2000
344,3,2,21,1,2,20,2,3.0,1,22.0,2.0,3,10.0,2.0,2,2018-05-12T00:00:00,0,0,4,5,0,8,1400,2500
345,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-13T00:00:00,0,0,5,4,2,9,1400,2800
346,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-14T00:00:00,0,0,4,5,3,10,1400,2500
347,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-15T00:00:00,0,0,4,5,4,11,1400,2500
348,3,2,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-16T00:00:00,4,2,5,7,-3,5,1400,900
349,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-17T00:00:00,0,0,4,1,-4,4,1400,1500
350,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-18T00:00:00,0,0,2,1,-3,8,1400,1800
351,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-19T00:00:00,1,0,4,6,-1,8,1400,1800
352,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-20T00:00:00,0,0,6,6,2,10,1400,1900
353,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-21T00:00:00,0,0,6,6,3,11,1400,1900
354,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-22T00:00:00,0,0,4,2,2,8,1400,1800
355,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-23T00:00:00,0,0,4,2,2,12,1400,1800
356,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-24T00:00:00,0,0,2,0,4,14,1400,1500
357,3,1,10,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-25T00:00:00,0,0,2,0,4,12,1400,2500
358,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-26T00:00:00,0,0,4,2,3,11,1400,1900
359,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-27T00:00:00,0,0,4,2,6,17,1400,2500
360,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-28T00:00:00,0,0,4,4,6,15,1400,2500
361,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-29T00:00:00,0,0,2,2,4,15,1400,2500
362,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-30T00:00:00,0,0,2,4,7,18,1400,2500
363,3,1,21,1,2,20,1,0.0,0,0.0,0.0,0,0.0,0.0,1,2018-05-31T00:00:00,1,0,2,7,8,18,1400,2500
364,3,1,10,1,7,10,2,0.0,0,0.0,0.0,0,0.0,0.0,1,2017-12-01T00:00:00,3,3,5,6,-14,-2,1400,0
365,3,2,21,1,7,10,2,3.0,2,22.0,2.0,2,20.0,2.0,2,2017-12-02T00:00:00,18,12,5,6,-4,2,1400,1200
366,3,2,21,1,7,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-03T00:00:00,40,35,5,7,-7,-2,1400,500
367,3,2,21,1,7,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-04T00:00:00,14,10,5,7,-9,-1,1400,800
368,3,3,21,1,5,10,2,3.0,2,22.0,2.0,4,10.0,2.0,3,2017-12-05T00:00:00,30,18,7,7,-7,1,1400,1000
369,3,2,22,1,4,10,3,3.0,2,22.0,2.0,2,20.0,1.0,3,2017-12-06T00:00:00,14,12,4,2,-9,2,1400,1400
370,3,2,21,2,5,10,2,3.0,2,21.0,1.0,4,10.0,2.0,2,2017-12-07T00:00:00,25,16,5,6,-5,4,1400,1700
371,3,3,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-08T00:00:00,45,30,5,7,-6,-1,1400,600
372,3,2,22,1,5,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-09T00:00:00,75,25,6,7,-7,-2,1400,500
373,3,2,21,1,5,10,3,3.0,2,21.0,2.0,6,10.0,2.0,3,2017-12-10T00:00:00,6,3,5,5,-11,-4,1400,300
374,3,2,21,1,6,10,3,0.0,0,0.0,0.0,0,0.0,0.0,3,2017-12-11T00:00:00,1,0,4,4,-16,-6,1400,0
375,3,2,10,2,6,10,3,3.0,3,21.0,1.0,5,10.0,2.0,3,2017-12-12T00:00:00,4,0,5,6,-17,-6,1400,200
376,3,2,21,1,5,10,2,3.0,2,22.0,2.0,2,20.0,2.0,2,2017-12-13T00:00:00,6,5,5,5,-10,-2,1400,400
377,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-14T00:00:00,0,0,4,4,-12,-3,1400,200
378,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-15T00:00:00,10,2|,4,2,-17,-6,1400,0
379,3,1,21,1,5,10,2,3.0,1,10.0,2.0,6,10.0,2.0,2,2017-12-16T00:00:00,15,10,4,8,-13,-5,1400,100
380,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-17T00:00:00,7,3,4,6,-10,-2,1400,700
381,3,2,21,1,5,10,2,0.0,0,0.0,0.0,0,0.0,0.0,2,2017-12-18T00:00:00,10,6,7,6,-6,0,1400,900
